State,pollster,pop,vtype,method,begmm,begdd,begyy,endmm,enddd,endyy,trump,clinton,other,undecided,Begdate,Enddate,Middate
NY,"PPP (D)",1403,"Likely Voters","IVR/Online",4,7,2016,4,10,2016,35.0,55.0,,10.0,4/7/2016,4/10/2016,4/8/2016
NY,"Baruch College/New York 1",1306,"Registered Voters","Live Phone",4,5,2016,4,10,2016,35.0,51.0,,8.0,4/5/2016,4/10/2016,4/7/2016
NY,"NBC/WSJ/Marist",1987,"Registered Voters","Live Phone",4,6,2016,4,10,2016,32.0,61.0,,7.0,4/6/2016,4/10/2016,4/8/2016
NY,"Fox News",1403,"Likely Voters","Live Phone",4,4,2016,4,7,2016,37.0,53.0,2.0,3.0,4/4/2016,4/7/2016,4/5/2016
NY,"Emerson College Polling Society",864,"Likely Voters","Automated Phone",4,6,2016,4,7,2016,36.0,54.0,,10.0,4/6/2016,4/7/2016,4/6/2016
NY,"Quinnipiac",1667,"Registered Voters","Live Phone",3,22,2016,3,29,2016,33.0,53.0,2.0,5.0,3/22/2016,3/29/2016,3/25/2016
NY,"Emerson College Polling Society",768,"Likely Voters","Automated Phone",3,14,2016,3,16,2016,36.0,55.0,,10.0,3/14/2016,3/16/2016,3/15/2016
NY,"Siena",800,"Registered Voters","Live Phone",2,28,2016,3,3,2016,34.0,57.0,,3.0,2/28/2016,3/3/2016,3/1/2016
NY,"Siena",930,"Registered Voters","Live Phone",1,31,2016,2,3,2016,32.0,57.0,,11.0,1/31/2016,2/3/2016,2/1/2016
CT,"Washington Post/SurveyMonkey",1053,"Registered Voters","Internet",8,9,2016,9,1,2016,39.0,51.0,,,8/9/2016,9/1/2016,8/20/2016
CT,"Washington Post/SurveyMonkey",1053,"Registered Voters","Internet",8,9,2016,9,1,2016,33.0,44.0,,,8/9/2016,9/1/2016,8/20/2016
CT,"Quinnipiac",1030,"Registered Voters","Live Phone",6,1,2016,6,5,2016,38.0,45.0,3.0,6.0,6/1/2016,6/5/2016,6/3/2016
CT,"Emerson College Polling Society",1043,"Likely Voters","Automated Phone",4,10,2016,4,11,2016,40.0,48.0,,12.0,4/10/2016,4/11/2016,4/10/2016
GA,"Opinion Savvy/Fox 5 Atlanta",568,"Likely Voters","IVR/Online",9,14,2016,9,14,2016,46.0,42.0,,2.0,9/14/2016,9/14/2016,9/14/2016
GA,"NBC/WSJ/Marist",625,"Likely Voters","Live Phone",9,6,2016,9,8,2016,46.0,43.0,1.0,2.0,9/6/2016,9/8/2016,9/7/2016
GA,"NBC/WSJ/Marist",625,"Likely Voters","Live Phone",9,6,2016,9,8,2016,44.0,42.0,1.0,3.0,9/6/2016,9/8/2016,9/7/2016
GA,"Washington Post/SurveyMonkey",2034,"Registered Voters","Internet",8,9,2016,9,1,2016,46.0,46.0,,,8/9/2016,9/1/2016,8/20/2016
GA,"Washington Post/SurveyMonkey",2034,"Registered Voters","Internet",8,9,2016,9,1,2016,40.0,39.0,,,8/9/2016,9/1/2016,8/20/2016
GA,"Opinion Savvy/Fox 5 Atlanta",730,"Likely Voters","IVR/Online",8,17,2016,8,17,2016,43.0,43.0,,3.0,8/17/2016,8/17/2016,8/17/2016
GA,"CBS/YouGov",988,"Likely Voters","Internet",8,10,2016,8,12,2016,45.0,41.0,,,8/10/2016,8/12/2016,8/11/2016
GA,"Gravis Marketing",1604,"Registered Voters","IVR/Online",8,4,2016,8,8,2016,45.0,44.0,11.0,,8/4/2016,8/8/2016,8/6/2016
GA,"Gravis Marketing",1604,"Registered Voters","IVR/Online",8,4,2016,8,8,2016,43.0,39.0,2.0,,8/4/2016,8/8/2016,8/6/2016
GA,"Abt SRBI Inc/Atlanta Journal-Constitution",847,"Registered Voters","Live Phone",8,1,2016,8,4,2016,40.0,44.0,2.0,,8/1/2016,8/4/2016,8/2/2016
GA,"Abt SRBI Inc/Atlanta Journal-Constitution",847,"Registered Voters","Live Phone",8,1,2016,8,4,2016,38.0,41.0,0.0,,8/1/2016,8/4/2016,8/2/2016
GA,"Landmark (R)/Rosetta Stone/WSB-TV",787,"Likely Voters","IVR/Online",8,1,2016,8,1,2016,46.0,46.0,,3.0,8/1/2016,8/1/2016,8/1/2016
GA,"SurveyUSA/TEGNA",628,"Likely Voters","IVR/Online",7,29,2016,7,31,2016,46.0,42.0,,5.0,7/29/2016,7/31/2016,7/30/2016
GA,"Landmark (R)/Rosetta Stone/WSB-TV",500,"Likely Voters","IVR/Online",7,24,2016,7,24,2016,45.0,44.0,,2.0,7/24/2016,7/24/2016,7/24/2016
GA,"PPP (D)",724,"Likely Voters","IVR/Online",5,27,2016,5,30,2016,45.0,38.0,,9.0,5/27/2016,5/30/2016,5/28/2016
GA,"PPP (D)",724,"Likely Voters","IVR/Online",5,27,2016,5,30,2016,49.0,40.0,,,5/27/2016,5/30/2016,5/28/2016
GA,"Opinion Savvy/Fox 5 Atlanta",587,"Likely Voters","IVR/Online",5,15,2016,5,15,2016,44.0,41.0,,5.0,5/15/2016,5/15/2016,5/15/2016
GA,"Abt SRBI Inc/Atlanta Journal-Constitution",822,"Registered Voters","Live Phone",5,9,2016,5,12,2016,45.0,41.0,1.0,4.0,5/9/2016,5/12/2016,5/10/2016
GA,"Landmark (R)/Rosetta Stone/WSB-TV",570,"Likely Voters","IVR/Online",5,5,2016,5,5,2016,42.0,41.0,,16.0,5/5/2016,5/5/2016,5/5/2016
GA,"Lake Research (D)",400,"Likely Voters","Live Phone",3,31,2016,4,3,2016,37.0,50.0,,10.0,3/31/2016,4/3/2016,4/1/2016
GA,"SurveyUSA/TEGNA/11Alive",1261,"Likely Voters","IVR/Online",2,22,2016,2,23,2016,50.0,41.0,,9.0,2/22/2016,2/23/2016,2/22/2016
HI,"Washington Post/SurveyMonkey",546,"Registered Voters","Internet",8,9,2016,9,1,2016,28.0,58.0,,,8/9/2016,9/1/2016,8/20/2016
HI,"Washington Post/SurveyMonkey",546,"Registered Voters","Internet",8,9,2016,9,1,2016,25.0,51.0,,,8/9/2016,9/1/2016,8/20/2016
KY,"Washington Post/SurveyMonkey",732,"Registered Voters","Internet",8,9,2016,9,1,2016,57.0,34.0,,,8/9/2016,9/1/2016,8/20/2016
KY,"Washington Post/SurveyMonkey",732,"Registered Voters","Internet",8,9,2016,9,1,2016,52.0,29.0,,,8/9/2016,9/1/2016,8/20/2016
NE,"Washington Post/SurveyMonkey",983,"Registered Voters","Internet",8,9,2016,9,1,2016,49.0,38.0,,,8/9/2016,9/1/2016,8/20/2016
NE,"Washington Post/SurveyMonkey",983,"Registered Voters","Internet",8,9,2016,9,1,2016,42.0,32.0,,,8/9/2016,9/1/2016,8/20/2016
OR,"ICITIZEN",610,"Registered Voters","Internet",9,2,2016,9,7,2016,28.0,43.0,,8.0,9/2/2016,9/7/2016,9/4/2016
OR,"DHM",517,"Registered Voters","Live Phone",9,1,2016,9,6,2016,25.0,38.0,,,9/1/2016,9/6/2016,9/3/2016
OR,"Washington Post/SurveyMonkey",877,"Registered Voters","Internet",8,9,2016,9,1,2016,36.0,55.0,,,8/9/2016,9/1/2016,8/20/2016
OR,"Washington Post/SurveyMonkey",877,"Registered Voters","Internet",8,9,2016,9,1,2016,32.0,47.0,,,8/9/2016,9/1/2016,8/20/2016
OR,"Clout Research (R)",701,"Likely Voters","Live Phone",7,9,2016,7,13,2016,40.0,43.0,,,7/9/2016,7/13/2016,7/11/2016
OR,"ICITIZEN",555,"Registered Voters","Internet",6,23,2016,6,27,2016,32.0,46.0,,22.0,6/23/2016,6/27/2016,6/25/2016
OR,"Clout Research (R)",657,"Likely Voters","Live Phone",5,10,2016,5,13,2016,44.0,42.0,,13.0,5/10/2016,5/13/2016,5/11/2016
OR,"DHM Research/Oregon Public Broadcasting/Fox 12",901,"Likely Voters","Live Phone",5,6,2016,5,9,2016,32.0,43.0,11.0,11.0,5/6/2016,5/9/2016,5/7/2016
SC,"Starboard Communications (R- SCGOP)",600,"Likely Voters","Live Phone",9,7,2016,9,9,2016,48.0,35.0,,11.0,9/7/2016,9/9/2016,9/8/2016
SC,"Washington Post/SurveyMonkey",894,"Registered Voters","Internet",8,9,2016,9,1,2016,49.0,42.0,,,8/9/2016,9/1/2016,8/20/2016
SC,"Washington Post/SurveyMonkey",894,"Registered Voters","Internet",8,9,2016,9,1,2016,45.0,38.0,,,8/9/2016,9/1/2016,8/20/2016
SC,"Feldman (D-South Carolina Democratic Party)",600,"Likely Voters","Live Phone",8,18,2016,8,21,2016,39.0,39.0,,16.0,8/18/2016,8/21/2016,8/19/2016
SC,"Feldman (D-South Carolina Democratic Party)",600,"Likely Voters","Live Phone",8,18,2016,8,21,2016,45.0,43.0,,12.0,8/18/2016,8/21/2016,8/19/2016
SC,"Gravis Marketing",768,"Registered Voters","IVR/Online",8,15,2016,8,17,2016,46.0,42.0,,,8/15/2016,8/17/2016,8/16/2016
SC,"Gravis Marketing",768,"Registered Voters","IVR/Online",8,15,2016,8,17,2016,41.0,37.0,,,8/15/2016,8/17/2016,8/16/2016
SC,"PPP (D)",1290,"Likely Voters","IVR/Online",8,9,2016,8,10,2016,41.0,39.0,,13.0,8/9/2016,8/10/2016,8/9/2016
OH,"Suffolk",500,"Likely Voters","Live Phone",9,12,2016,9,14,2016,42.0,39.0,,12.0,9/12/2016,9/14/2016,9/13/2016
OH,"Bloomberg/Selzer",802,"Likely Voters","Live Phone",9,9,2016,9,12,2016,48.0,43.0,6.0,,9/9/2016,9/12/2016,9/10/2016
OH,"Bloomberg/Selzer",802,"Likely Voters","Live Phone",9,9,2016,9,12,2016,44.0,39.0,,,9/9/2016,9/12/2016,9/10/2016
OH,"CBS/YouGov",994,"Likely Voters","Internet",9,7,2016,9,9,2016,39.0,46.0,,,9/7/2016,9/9/2016,9/8/2016
OH,"Quinnipiac",775,"Likely Voters","Live Phone",8,29,2016,9,7,2016,46.0,45.0,,,8/29/2016,9/7/2016,9/2/2016
OH,"Quinnipiac",775,"Likely Voters","Live Phone",8,29,2016,9,7,2016,41.0,37.0,,,8/29/2016,9/7/2016,9/2/2016
OH,"Washington Post/SurveyMonkey",2543,"Registered Voters","Internet",8,9,2016,9,1,2016,46.0,43.0,,,8/9/2016,9/1/2016,8/20/2016
OH,"Washington Post/SurveyMonkey",2543,"Registered Voters","Internet",8,9,2016,9,1,2016,40.0,37.0,,,8/9/2016,9/1/2016,8/20/2016
OH,"PPP (D-NELP) ",1134,"Likely Voters","IVR/Online",8,26,2016,8,27,2016,42.0,46.0,,,8/26/2016,8/27/2016,8/26/2016
OH,"Monmouth University",402,"Likely Voters","Live Phone",8,18,2016,8,21,2016,39.0,43.0,0.0,8.0,8/18/2016,8/21/2016,8/19/2016
OH,"CBS/YouGov",997,"Likely Voters","Internet",8,17,2016,8,19,2016,40.0,46.0,,,8/17/2016,8/19/2016,8/18/2016
OH,"NBC/WSJ/Marist",889,"Registered Voters","Live Phone",8,3,2016,8,7,2016,38.0,43.0,1.0,9.0,8/3/2016,8/7/2016,8/5/2016
OH,"NBC/WSJ/Marist",889,"Registered Voters","Live Phone",8,3,2016,8,7,2016,35.0,39.0,1.0,9.0,8/3/2016,8/7/2016,8/5/2016
OH,"Quinnipiac",812,"Likely Voters","Live Phone",7,30,2016,8,7,2016,45.0,49.0,,,7/30/2016,8/7/2016,8/3/2016
OH,"Quinnipiac",812,"Likely Voters","Live Phone",7,30,2016,8,7,2016,42.0,44.0,,,7/30/2016,8/7/2016,8/3/2016
OH,"RABA Research",599,"Likely Voters","Live Phone",6,22,2016,6,28,2016,38.0,41.0,,,6/22/2016,6/28/2016,6/25/2016
OH,"PPP (D)",1334,"Likely Voters","IVR/Online",7,22,2016,7,24,2016,42.0,39.0,,10.0,7/22/2016,7/24/2016,7/23/2016
OH,"PPP (D)",1334,"Likely Voters","IVR/Online",7,22,2016,7,24,2016,45.0,45.0,,,7/22/2016,7/24/2016,7/23/2016
OH,"Suffolk",500,"Likely Voters","Live Phone",7,18,2016,7,20,2016,44.0,44.0,,11.0,7/18/2016,7/20/2016,7/19/2016
OH,"Suffolk",500,"Likely Voters","Live Phone",7,18,2016,7,20,2016,39.0,43.0,,12.0,7/18/2016,7/20/2016,7/19/2016
OH,"Gravis Marketing/OANN",1270,"Registered Voters","Automated Phone",6,27,2016,6,28,2016,47.0,46.0,7.0,,6/27/2016,6/28/2016,6/27/2016
OH,"CBS/YouGov",1104,"Likely Voters","Internet",7,13,2016,7,15,2016,40.0,44.0,,,7/13/2016,7/15/2016,7/14/2016
OH,"NBC/WSJ/Marist",848,"Registered Voters","Live Phone",7,5,2016,7,10,2016,39.0,39.0,2.0,10.0,7/5/2016,7/10/2016,7/7/2016
OH,"NBC/WSJ/Marist",848,"Registered Voters","Live Phone",7,5,2016,7,10,2016,35.0,38.0,3.0,12.0,7/5/2016,7/10/2016,7/7/2016
OH,"Quinnipiac",955,"Registered Voters","Live Phone",6,30,2016,7,11,2016,41.0,41.0,4.0,8.0,6/30/2016,7/11/2016,7/5/2016
OH,"Quinnipiac",955,"Registered Voters","Live Phone",6,30,2016,7,11,2016,37.0,36.0,,,6/30/2016,7/11/2016,7/5/2016
OH,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,48.0,47.0,3.0,,6/11/2016,6/20/2016,6/15/2016
OH,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,41.0,41.0,1.0,,6/11/2016,6/20/2016,6/15/2016
OH,"PPP (D-Americans United for Change/Constitutional Responsibility Project) ",708,"Likely Voters","IVR/Online",6,22,2016,6,23,2016,40.0,44.0,,,6/22/2016,6/23/2016,6/22/2016
OH,"Quinnipiac",971,"Registered Voters","Live Phone",6,8,2016,6,19,2016,40.0,40.0,6.0,6.0,6/8/2016,6/19/2016,6/13/2016
OH,"Quinnipiac",971,"Registered Voters","Live Phone",6,8,2016,6,19,2016,36.0,38.0,,,6/8/2016,6/19/2016,6/13/2016
OH,"Zogby (Internet)",679,"Likely Voters","Internet",5,18,2016,5,22,2016,39.0,45.0,,16.0,5/18/2016,5/22/2016,5/20/2016
OH,"Zogby (Internet)",679,"Likely Voters","Internet",5,18,2016,5,22,2016,33.0,38.0,,20.0,5/18/2016,5/22/2016,5/20/2016
OH,"CBS/YouGov",992,"Likely Voters","Internet",5,16,2016,5,19,2016,39.0,44.0,,,5/16/2016,5/19/2016,5/17/2016
OH,"Quinnipiac",1042,"Registered Voters","Live Phone",4,27,2016,5,8,2016,43.0,39.0,3.0,6.0,4/27/2016,5/8/2016,5/2/2016
OH,"PPP (D)",799,"Registered Voters","IVR/Online",4,26,2016,4,27,2016,42.0,45.0,,,4/26/2016,4/27/2016,4/26/2016
OH,"NBC/WSJ/Marist",2052,"Registered Voters","Live Phone",3,4,2016,3,10,2016,42.0,48.0,,10.0,3/4/2016,3/10/2016,3/7/2016
OH,"PPP (D)",1248,"Likely Voters","Automated Phone",3,4,2016,3,6,2016,40.0,45.0,,,3/4/2016,3/6/2016,3/5/2016
OH,"CNN",884,"Registered Voters","Live Phone",3,2,2016,3,6,2016,43.0,50.0,2.0,,3/2/2016,3/6/2016,3/4/2016
OH,"Baldwin Wallace University",825,"Likely Voters","Internet",2,11,2016,2,20,2016,39.0,37.0,,,2/11/2016,2/20/2016,2/15/2016
OH,"Quinnipiac",1539,"Registered Voters","Live Phone",2,16,2016,2,20,2016,44.0,42.0,2.0,6.0,2/16/2016,2/20/2016,2/18/2016
NH,"NBC/WSJ/Marist",737,"Likely Voters","Live Phone",9,6,2016,9,8,2016,41.0,42.0,2.0,3.0,9/6/2016,9/8/2016,9/7/2016
NH,"NBC/WSJ/Marist",737,"Likely Voters","Live Phone",9,6,2016,9,8,2016,37.0,39.0,1.0,5.0,9/6/2016,9/8/2016,9/7/2016
NH,"UNH/WMUR",433,"Likely Voters","Live Phone",8,20,2016,8,28,2016,36.0,45.0,14.0,5.0,8/20/2016,8/28/2016,8/24/2016
NH,"UNH/WMUR",433,"Likely Voters","Live Phone",8,20,2016,8,28,2016,32.0,43.0,3.0,5.0,8/20/2016,8/28/2016,8/24/2016
NH,"PPP (D- Constitutional Responsibility Project)",585,"Likely Voters","IVR/Online",8,30,2016,8,31,2016,41.0,46.0,,,8/30/2016,8/31/2016,8/30/2016
NH,"Washington Post/SurveyMonkey",1218,"Registered Voters","Internet",8,9,2016,9,1,2016,40.0,49.0,,,8/9/2016,9/1/2016,8/20/2016
NH,"Washington Post/SurveyMonkey",1218,"Registered Voters","Internet",8,9,2016,9,1,2016,34.0,40.0,,,8/9/2016,9/1/2016,8/20/2016
NH,"PPP (D-NELP) ",977,"Likely Voters","IVR/Online",8,26,2016,8,28,2016,40.0,46.0,,,8/26/2016,8/28/2016,8/27/2016
NH,"CBS/YouGov",990,"Likely Voters","Internet",8,10,2016,8,12,2016,36.0,45.0,,,8/10/2016,8/12/2016,8/11/2016
NH,"Vox Populi (R-ESA Fund)",820,"Registered Voters","IVR/Online",8,7,2016,8,8,2016,31.0,41.0,,10.0,8/7/2016,8/8/2016,8/7/2016
NH,"MassINC/WBUR",609,"Likely Voters","Live Phone",7,29,2016,8,1,2016,32.0,47.0,,,7/29/2016,8/1/2016,7/30/2016
NH,"UNH/WMUR",532,"Adults","Live Phone",7,9,2016,7,18,2016,37.0,39.0,18.0,6.0,7/9/2016,7/18/2016,7/13/2016
NH,"UNH/WMUR",532,"Adults","Live Phone",7,9,2016,7,18,2016,37.0,37.0,5.0,6.0,7/9/2016,7/18/2016,7/13/2016
NH,"InsideSources/NH Journal",1166,"Registered Voters","IVR/Live Phone",7,19,2016,7,21,2016,48.0,39.0,,,7/19/2016,7/21/2016,7/20/2016
NH,"UNH/WMUR",533,"Likely Voters","Live Phone",4,7,2016,4,17,2016,31.0,50.0,15.0,4.0,4/7/2016,4/17/2016,4/12/2016
NH,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,43.0,44.0,9.0,,6/11/2016,6/20/2016,6/15/2016
NH,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,41.0,41.0,5.0,,6/11/2016,6/20/2016,6/15/2016
NH,"ARG",533,"Registered Voters","Live Phone",6,24,2016,6,28,2016,42.0,47.0,4.0,7.0,6/24/2016,6/28/2016,6/26/2016
NH,"PPP (D-Americans United for Change/Constitutional Responsibility Project) ",578,"Likely Voters","IVR/Online",6,22,2016,6,23,2016,39.0,43.0,,18.0,6/22/2016,6/23/2016,6/22/2016
NH,"Franklin Pierce/RKM/Boston Herald",405,"Likely Voters","Live Phone",5,25,2016,5,28,2016,44.0,44.0,,12.0,5/25/2016,5/28/2016,5/26/2016
NH,"MassINC/WBUR",501,"Likely Voters","Live Phone",5,12,2016,5,15,2016,42.0,44.0,7.0,7.0,5/12/2016,5/15/2016,5/13/2016
NH,"Dartmouth",362,"Registered Voters","Live Phone",4,11,2016,4,16,2016,29.0,34.0,,37.0,4/11/2016,4/16/2016,4/13/2016
NH,"UNH/WMUR",628,"Likely Voters","Live Phone",2,20,2016,2,28,2016,39.0,47.0,10.0,4.0,2/20/2016,2/28/2016,2/24/2016
NH,"UMass Lowell/7 News",1411,"Registered Voters","Live Phone",2,5,2016,2,7,2016,40.0,45.0,,15.0,2/5/2016,2/7/2016,2/6/2016
NH,"CNN/UNH/WMUR",885,"Likely Voters","Live Phone",1,13,2016,1,18,2016,39.0,48.0,10.0,3.0,1/13/2016,1/18/2016,1/15/2016
NH,"NBC/WSJ/Marist",957,"Registered Voters","Live Phone",1,2,2016,1,7,2016,44.0,45.0,,11.0,1/2/2016,1/7/2016,1/4/2016
NH,"PPP (D)",1036,"Likely Voters","IVR/Online",1,4,2016,1,6,2016,36.0,50.0,,14.0,1/4/2016,1/6/2016,1/5/2016
WI,"Washington Post/SurveyMonkey",2687,"Registered Voters","Internet",8,9,2016,9,1,2016,44.0,46.0,,,8/9/2016,9/1/2016,8/20/2016
WI,"Washington Post/SurveyMonkey",2687,"Registered Voters","Internet",8,9,2016,9,1,2016,37.0,39.0,,,8/9/2016,9/1/2016,8/20/2016
WI,"PPP (D-NELP) ",1054,"Likely Voters","IVR/Online",8,26,2016,8,27,2016,41.0,48.0,,,8/26/2016,8/27/2016,8/26/2016
WI,"Marquette Law School",650,"Likely Voters","Live Phone",8,25,2016,8,28,2016,42.0,45.0,,,8/25/2016,8/28/2016,8/26/2016
WI,"Marquette Law School",650,"Likely Voters","Live Phone",8,25,2016,8,28,2016,38.0,41.0,,,8/25/2016,8/28/2016,8/26/2016
WI,"Monmouth University",404,"Likely Voters","Live Phone",8,27,2016,8,30,2016,38.0,43.0,1.0,8.0,8/27/2016,8/30/2016,8/28/2016
WI,"Marquette Law School",683,"Likely Voters","Live Phone",8,4,2016,8,7,2016,37.0,52.0,,,8/4/2016,8/7/2016,8/5/2016
WI,"Marquette Law School",683,"Likely Voters","Live Phone",8,4,2016,8,7,2016,34.0,47.0,,,8/4/2016,8/7/2016,8/5/2016
WI,"Marquette Law School",665,"Likely Voters","Live Phone",7,7,2016,7,10,2016,41.0,45.0,,4.0,7/7/2016,7/10/2016,7/8/2016
WI,"Marquette Law School",665,"Likely Voters","Live Phone",7,7,2016,7,10,2016,37.0,43.0,,,7/7/2016,7/10/2016,7/8/2016
WI,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,36.0,47.0,7.0,,6/11/2016,6/20/2016,6/15/2016
WI,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,32.0,44.0,3.0,,6/11/2016,6/20/2016,6/15/2016
WI,"PPP (D-Americans United for Change/Constitutional Responsibility Project) ",843,"Likely Voters","IVR/Online",6,22,2016,6,23,2016,39.0,47.0,,14.0,6/22/2016,6/23/2016,6/22/2016
WI,"CBS/YouGov",993,"Likely Voters","Internet",6,21,2016,6,24,2016,36.0,41.0,,,6/21/2016,6/24/2016,6/22/2016
WI,"Marquette Law School",666,"Likely Voters","Live Phone",6,9,2016,6,12,2016,37.0,46.0,,4.0,6/9/2016,6/12/2016,6/10/2016
WI,"Public Opinion Strategies (R)/Federation for Children",600,"Likely Voters","Live Phone",5,10,2016,5,12,2016,31.0,43.0,,,5/10/2016,5/12/2016,5/11/2016
WI,"St Norbert/WPR/WPTV",616,"Registered Voters","Live Phone",4,12,2016,4,15,2016,34.0,46.0,12.0,9.0,4/12/2016,4/15/2016,4/13/2016
WI,"Emerson College Polling Society",1198,"Likely Voters","Automated Phone",3,30,2016,4,3,2016,37.0,47.0,,17.0,3/30/2016,4/3/2016,4/1/2016
WI,"Fox News",1602,"Likely Voters","Live Phone",3,28,2016,3,30,2016,35.0,49.0,6.0,3.0,3/28/2016,3/30/2016,3/29/2016
WI,"Marquette Law School",1405,"Registered Voters","Live Phone",3,24,2016,3,28,2016,37.0,47.0,,4.0,3/24/2016,3/28/2016,3/26/2016
WI,"Marquette Law School",802,"Registered Voters","Live Phone",2,18,2016,2,21,2016,37.0,48.0,11.0,5.0,2/18/2016,2/21/2016,2/19/2016
WI,"Marquette Law School",806,"Registered Voters","Live Phone",1,21,2016,1,24,2016,38.0,47.0,9.0,5.0,1/21/2016,1/24/2016,1/22/2016
OK,"Washington Post/SurveyMonkey",1041,"Registered Voters","Internet",8,9,2016,9,1,2016,57.0,33.0,,,8/9/2016,9/1/2016,8/20/2016
OK,"Washington Post/SurveyMonkey",1041,"Registered Voters","Internet",8,9,2016,9,1,2016,49.0,26.0,,,8/9/2016,9/1/2016,8/20/2016
OK,"SoonerPoll.com",398,"Likely Voters","Live Phone",7,20,2016,7,25,2016,53.0,29.0,,11.0,7/20/2016,7/25/2016,7/22/2016
DE,"Washington Post/SurveyMonkey",637,"Registered Voters","Internet",8,9,2016,9,1,2016,36.0,50.0,,,8/9/2016,9/1/2016,8/20/2016
DE,"Washington Post/SurveyMonkey",637,"Registered Voters","Internet",8,9,2016,9,1,2016,33.0,43.0,,,8/9/2016,9/1/2016,8/20/2016
DE,"Fairleigh Dickinson/Delaware News Journal",715,"Registered Voters","Live Phone",7,20,2016,7,24,2016,32.0,42.0,5.0,,7/20/2016,7/24/2016,7/22/2016
IL,"Washington Post/SurveyMonkey",2599,"Registered Voters","Internet",8,9,2016,9,1,2016,38.0,53.0,,,8/9/2016,9/1/2016,8/20/2016
IL,"Washington Post/SurveyMonkey",2599,"Registered Voters","Internet",8,9,2016,9,1,2016,31.0,45.0,,,8/9/2016,9/1/2016,8/20/2016
IL,"Victory Research",1200,"Likely Voters","Live Phone",7,14,2016,7,16,2016,34.0,51.0,,,7/14/2016,7/16/2016,7/15/2016
IL,"NBC/WSJ/Marist",1968,"Registered Voters","Live Phone",3,4,2016,3,10,2016,32.0,57.0,,11.0,3/4/2016,3/10/2016,3/7/2016
NC,"Civitas (R)",600,"Likely Voters","Live Phone",9,11,2016,9,12,2016,42.0,42.0,,9.0,9/11/2016,9/12/2016,9/11/2016
NC,"Quinnipiac",751,"Likely Voters","Live Phone",8,29,2016,9,7,2016,43.0,47.0,,,8/29/2016,9/7/2016,9/2/2016
NC,"Quinnipiac",751,"Likely Voters","Live Phone",8,29,2016,9,7,2016,38.0,42.0,,,8/29/2016,9/7/2016,9/2/2016
NC,"Suffolk",500,"Likely Voters","Live Phone",9,5,2016,9,7,2016,44.0,41.0,,8.0,9/5/2016,9/7/2016,9/6/2016
NC,"Washington Post/SurveyMonkey",2552,"Registered Voters","Internet",8,9,2016,9,1,2016,46.0,46.0,,,8/9/2016,9/1/2016,8/20/2016
NC,"Washington Post/SurveyMonkey",2552,"Registered Voters","Internet",8,9,2016,9,1,2016,41.0,40.0,,,8/9/2016,9/1/2016,8/20/2016
NC,"CBS/YouGov",1088,"Likely Voters","Internet",8,30,2016,9,2,2016,42.0,46.0,,,8/30/2016,9/2/2016,8/31/2016
NC,"PPP (D-NELP) ",1177,"Likely Voters","IVR/Online",8,26,2016,8,27,2016,44.0,45.0,,,8/26/2016,8/27/2016,8/26/2016
NC,"CNN",803,"Likely Voters","Live Phone",8,18,2016,8,23,2016,47.0,48.0,2.0,,8/18/2016,8/23/2016,8/20/2016
NC,"CNN",803,"Likely Voters","Live Phone",8,18,2016,8,23,2016,45.0,45.0,1.0,,8/18/2016,8/23/2016,8/20/2016
NC,"Monmouth University",401,"Likely Voters","Live Phone",8,20,2016,8,23,2016,42.0,44.0,1.0,6.0,8/20/2016,8/23/2016,8/21/2016
NC,"Gravis Marketing",723,"Registered Voters","IVR/Online",8,15,2016,8,17,2016,43.0,44.0,,,8/15/2016,8/17/2016,8/16/2016
NC,"Gravis Marketing",723,"Registered Voters","IVR/Online",8,15,2016,8,17,2016,39.0,38.0,,,8/15/2016,8/17/2016,8/16/2016
NC,"NBC/WSJ/Marist",921,"Registered Voters","Live Phone",8,4,2016,8,10,2016,39.0,48.0,1.0,7.0,8/4/2016,8/10/2016,8/7/2016
NC,"NBC/WSJ/Marist",921,"Registered Voters","Live Phone",8,4,2016,8,10,2016,36.0,45.0,1.0,7.0,8/4/2016,8/10/2016,8/7/2016
NC,"PPP (D)",830,"Likely Voters","IVR/Online",8,5,2016,8,7,2016,41.0,43.0,,8.0,8/5/2016,8/7/2016,8/6/2016
NC,"PPP (D)",830,"Likely Voters","IVR/Online",8,5,2016,8,7,2016,46.0,47.0,,,8/5/2016,8/7/2016,8/6/2016
NC,"NBC/WSJ/Marist",907,"Registered Voters","Live Phone",7,5,2016,7,11,2016,38.0,44.0,1.0,6.0,7/5/2016,7/11/2016,7/8/2016
