Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Approve,Disapprove,Undecided,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
Rasmussen,2016-05-30,2016-06-01,2016-06-02T15:44:32Z,1500,Likely Voters,IVR/Online,51.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24598,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-28,2016-06-01,2016-06-02T15:20:28Z,1332,Adults,Internet,52.0,44.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24596,http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical60116.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-28,2016-06-01,2016-06-02T15:20:28Z,759,Adults - Democrat,Internet,80.0,18.0,2.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24596,http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical60116.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-28,2016-06-01,2016-06-02T15:20:28Z,525,Adults - Republican,Internet,19.0,81.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24596,http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical60116.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-28,2016-06-01,2016-06-02T15:20:28Z,174,Adults - independent,Internet,42.0,51.0,7.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24596,http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical60116.pdf,Nonpartisan,None,,1
Gallup,2016-05-28,2016-05-30,2016-05-31T17:03:10Z,1500,Adults,Live Phone,52.0,44.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24579,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Quinnipiac,2016-05-24,2016-05-30,2016-06-02T14:52:59Z,1561,Registered Voters,Live Phone,49.0,48.0,2.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24595,https://www.qu.edu/images/polling/us/us06022016_Uykml47k.pdf,Nonpartisan,None,,1
Quinnipiac,2016-05-24,2016-05-30,2016-06-02T14:52:59Z,,Registered Voters - Democrat,Live Phone,93.0,6.0,1.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24595,https://www.qu.edu/images/polling/us/us06022016_Uykml47k.pdf,Nonpartisan,None,,1
Quinnipiac,2016-05-24,2016-05-30,2016-06-02T14:52:59Z,,Registered Voters - Republican,Live Phone,8.0,91.0,1.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24595,https://www.qu.edu/images/polling/us/us06022016_Uykml47k.pdf,Nonpartisan,None,,1
Quinnipiac,2016-05-24,2016-05-30,2016-06-02T14:52:59Z,,Registered Voters - independent,Live Phone,44.0,53.0,3.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24595,https://www.qu.edu/images/polling/us/us06022016_Uykml47k.pdf,Nonpartisan,None,,1
Morning Consult,2016-05-24,2016-05-30,2016-06-01T15:20:58Z,4002,Registered Voters,Internet,48.0,48.0,4.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24589,https://morningconsult.com/2016/06/01/poll-democrats-want-sanders-stay-race/,Nonpartisan,None,,1
Morning Consult,2016-05-24,2016-05-30,2016-06-01T15:20:58Z,1507,Registered Voters - Democrat,Internet,81.0,17.0,2.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24589,https://morningconsult.com/2016/06/01/poll-democrats-want-sanders-stay-race/,Nonpartisan,None,,1
Morning Consult,2016-05-24,2016-05-30,2016-06-01T15:20:58Z,1147,Registered Voters - Republican,Internet,14.0,84.0,2.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24589,https://morningconsult.com/2016/06/01/poll-democrats-want-sanders-stay-race/,Nonpartisan,None,,1
Morning Consult,2016-05-24,2016-05-30,2016-06-01T15:20:58Z,1348,Registered Voters - independent,Internet,40.0,51.0,9.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24589,https://morningconsult.com/2016/06/01/poll-democrats-want-sanders-stay-race/,Nonpartisan,None,,1
Rasmussen,2016-05-25,2016-05-29,2016-05-31T18:14:36Z,1500,Likely Voters,IVR/Online,50.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24583,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
NBC/SurveyMonkey,2016-05-23,2016-05-29,2016-05-31T16:17:39Z,14797,Adults,Internet,50.0,49.0,0.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24575,https://www.scribd.com/doc/314370658/NBC-News-SurveyMonkey-Toplines-and-Methodology-5-23-5-29?secret_password=gy6ehxYOZykr35Fg4ces,Nonpartisan,None,,1
Gallup,2016-05-25,2016-05-27,2016-05-31T16:42:58Z,1500,Adults,Live Phone,50.0,46.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24576,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-21,2016-05-25,2016-05-26T14:36:36Z,1576,Adults,Internet,47.0,46.0,7.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24559,http://big.assets.huffingtonpost.com/2016ReutersTracking5252016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-21,2016-05-25,2016-05-26T14:36:36Z,705,Adults - Democrat,Internet,78.0,18.0,3.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24559,http://big.assets.huffingtonpost.com/2016ReutersTracking5252016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-21,2016-05-25,2016-05-26T14:36:36Z,535,Adults - Republican,Internet,17.0,81.0,2.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24559,http://big.assets.huffingtonpost.com/2016ReutersTracking5252016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-21,2016-05-25,2016-05-26T14:36:36Z,186,Adults - independent,Internet,43.0,53.0,4.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24559,http://big.assets.huffingtonpost.com/2016ReutersTracking5252016.pdf,Nonpartisan,None,,1
Gallup,2016-05-22,2016-05-24,2016-05-25T17:09:30Z,1500,Adults,Live Phone,53.0,43.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24553,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2016-05-22,2016-05-24,2016-05-25T14:13:47Z,1500,Likely Voters,IVR/Online,50.0,49.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24549,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
YouGov/Economist,2016-05-20,2016-05-23,2016-05-25T20:43:06Z,2000,Adults,Internet,47.0,48.0,6.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24557,https://today.yougov.com/news/2016/05/25/clinton-expands-her-primary-lead-sanders-supporter/,Nonpartisan,None,,1
YouGov/Economist,2016-05-20,2016-05-23,2016-05-25T20:43:06Z,,Adults - Democrat,Internet,77.0,18.0,6.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24557,https://today.yougov.com/news/2016/05/25/clinton-expands-her-primary-lead-sanders-supporter/,Nonpartisan,None,,1
YouGov/Economist,2016-05-20,2016-05-23,2016-05-25T20:43:06Z,,Adults - Republican,Internet,12.0,86.0,2.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24557,https://today.yougov.com/news/2016/05/25/clinton-expands-her-primary-lead-sanders-supporter/,Nonpartisan,None,,1
YouGov/Economist,2016-05-20,2016-05-23,2016-05-25T20:43:06Z,,Adults - independent,Internet,43.0,48.0,9.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24557,https://today.yougov.com/news/2016/05/25/clinton-expands-her-primary-lead-sanders-supporter/,Nonpartisan,None,,1
Morning Consult,2016-05-19,2016-05-23,2016-05-24T15:12:23Z,2001,Registered Voters,Internet,47.0,49.0,4.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24544,https://morningconsultintelligence.com/media/mc/160507_topline_trend_v2_AP.pdf,Nonpartisan,None,,1
Morning Consult,2016-05-19,2016-05-23,2016-05-24T15:12:23Z,830,Registered Voters - Democrat,Internet,78.0,19.0,3.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24544,https://morningconsultintelligence.com/media/mc/160507_topline_trend_v2_AP.pdf,Nonpartisan,None,,1
Morning Consult,2016-05-19,2016-05-23,2016-05-24T15:12:23Z,523,Registered Voters - Republican,Internet,15.0,83.0,1.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24544,https://morningconsultintelligence.com/media/mc/160507_topline_trend_v2_AP.pdf,Nonpartisan,None,,1
Morning Consult,2016-05-19,2016-05-23,2016-05-24T15:12:23Z,648,Registered Voters - independent,Internet,33.0,59.0,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24544,https://morningconsultintelligence.com/media/mc/160507_topline_trend_v2_AP.pdf,Nonpartisan,None,,1
NBC/SurveyMonkey,2016-05-16,2016-05-22,2016-05-24T13:35:21Z,16710,Adults,Internet,50.0,49.0,1.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24539,http://www.nbcnews.com/politics/2016-election/poll-majority-americans-dislike-hillary-clinton-donald-trump-n578926,Nonpartisan,None,,1
Gallup,2016-05-19,2016-05-21,2016-05-22T19:49:37Z,1500,Adults,Live Phone,52.0,43.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24532,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2016-05-17,2016-05-19,2016-05-20T18:15:09Z,1500,Likely Voters,IVR/Online,49.0,50.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24523,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
ABC/Post,2016-05-16,2016-05-19,2016-05-22T15:35:17Z,1005,Adults,Live Phone,51.0,46.0,3.0,http://elections.huffingtonpost.com/pollster/polls/abc-post-24526,https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2016/05/22/National-Politics/Polling/release_426.xml?uuid=v4d0jh_REeaCwqfcsxMofQ,Nonpartisan,None,,1
NBC/WSJ,2016-05-15,2016-05-19,2016-05-22T15:22:23Z,1000,Registered Voters,Live Phone,51.0,46.0,3.0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-24525,http://www.wsj.com/public/resources/documents/16306NBCWSJMay2016Poll.pdf,Nonpartisan,None,,1
Gallup,2016-05-16,2016-05-18,2016-05-19T18:57:55Z,1500,Adults,Live Phone,49.0,46.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24519,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-14,2016-05-18,2016-05-19T18:33:20Z,1677,Adults,Internet,48.0,47.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24517,http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical5182016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-14,2016-05-18,2016-05-19T18:33:20Z,751,Adults - Democrat,Internet,80.0,17.0,2.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24517,http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical5182016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-14,2016-05-18,2016-05-19T18:33:20Z,565,Adults - Republican,Internet,15.0,84.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24517,http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical5182016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-14,2016-05-18,2016-05-19T18:33:20Z,208,Adults - independent,Internet,36.0,59.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24517,http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical5182016.pdf,Nonpartisan,None,,1
FOX,2016-05-14,2016-05-17,2016-05-18T22:13:53Z,1021,Registered Voters,Live Phone,48.0,49.0,3.0,http://elections.huffingtonpost.com/pollster/polls/fox-24512,http://www.foxnews.com/politics/interactive/2016/05/18/fox-news-poll-2016-national-release-may-18/,Nonpartisan,None,,1
CBS/Times,2016-05-13,2016-05-17,2016-05-19T15:43:52Z,1300,Adults,Live Phone,50.0,43.0,7.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-24513,http://www.nytimes.com/interactive/2016/05/19/us/politics/poll-presidential-race.html,Nonpartisan,None,,1
CBS/Times,2016-05-13,2016-05-17,2016-05-19T15:43:52Z,415,Adults - Democrat,Live Phone,87.0,10.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-24513,http://www.nytimes.com/interactive/2016/05/19/us/politics/poll-presidential-race.html,Nonpartisan,None,,1
CBS/Times,2016-05-13,2016-05-17,2016-05-19T15:43:52Z,378,Adults - Republican,Live Phone,12.0,83.0,5.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-24513,http://www.nytimes.com/interactive/2016/05/19/us/politics/poll-presidential-race.html,Nonpartisan,None,,1
CBS/Times,2016-05-13,2016-05-17,2016-05-19T15:43:52Z,507,Adults - independent,Live Phone,42.0,47.0,11.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-24513,http://www.nytimes.com/interactive/2016/05/19/us/politics/poll-presidential-race.html,Nonpartisan,None,,1
Rasmussen,2016-05-12,2016-05-16,2016-05-17T16:43:17Z,1500,Likely Voters,IVR/Online,49.0,50.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24499,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
McLaughlin (R),2016-05-11,2016-05-16,2016-05-18T16:52:49Z,1000,Likely Voters,Internet,50.0,49.0,1.0,http://elections.huffingtonpost.com/pollster/polls/mclaughlin-r-24510,http://c5.nrostatic.com/sites/default/files/National%20-%20McLaughlin%20-%205-16-16%20Presentation%20-%20NEW%20SPECIAL.pdf,Pollster,Rep,,1
McLaughlin (R),2016-05-11,2016-05-16,2016-05-18T16:52:49Z,,Likely Voters - Democrat,Internet,80.0,20.0,,http://elections.huffingtonpost.com/pollster/polls/mclaughlin-r-24510,http://c5.nrostatic.com/sites/default/files/National%20-%20McLaughlin%20-%205-16-16%20Presentation%20-%20NEW%20SPECIAL.pdf,Pollster,Rep,,1
McLaughlin (R),2016-05-11,2016-05-16,2016-05-18T16:52:49Z,,Likely Voters - Republican,Internet,14.0,86.0,,http://elections.huffingtonpost.com/pollster/polls/mclaughlin-r-24510,http://c5.nrostatic.com/sites/default/files/National%20-%20McLaughlin%20-%205-16-16%20Presentation%20-%20NEW%20SPECIAL.pdf,Pollster,Rep,,1
McLaughlin (R),2016-05-11,2016-05-16,2016-05-18T16:52:49Z,,Likely Voters - independent,Internet,49.0,47.0,,http://elections.huffingtonpost.com/pollster/polls/mclaughlin-r-24510,http://c5.nrostatic.com/sites/default/files/National%20-%20McLaughlin%20-%205-16-16%20Presentation%20-%20NEW%20SPECIAL.pdf,Pollster,Rep,,1
Gallup,2016-05-13,2016-05-15,2016-05-16T17:02:31Z,1500,Adults,Live Phone,51.0,44.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24493,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Morning Consult,2016-05-11,2016-05-15,2016-05-17T14:50:29Z,3971,Registered Voters,Internet,49.0,46.0,4.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24498,https://morningconsult.com/2016/05/poll-trump-barely-leads-trump-nationally/,Nonpartisan,None,,1
Morning Consult,2016-05-11,2016-05-15,2016-05-17T14:50:29Z,1519,Registered Voters - Democrat,Internet,81.0,17.0,2.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24498,https://morningconsult.com/2016/05/poll-trump-barely-leads-trump-nationally/,Nonpartisan,None,,1
Morning Consult,2016-05-11,2016-05-15,2016-05-17T14:50:29Z,1217,Registered Voters - Republican,Internet,17.0,80.0,3.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24498,https://morningconsult.com/2016/05/poll-trump-barely-leads-trump-nationally/,Nonpartisan,None,,1
Morning Consult,2016-05-11,2016-05-15,2016-05-17T14:50:29Z,1235,Registered Voters - independent,Internet,43.0,49.0,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24498,https://morningconsult.com/2016/05/poll-trump-barely-leads-trump-nationally/,Nonpartisan,None,,1
NBC/SurveyMonkey,2016-05-09,2016-05-15,2016-05-17T14:03:29Z,14100,Adults,Internet,51.0,48.0,1.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24497,http://www.nbcnews.com/politics/2016-election/hillary-clinton-holds-slim-national-lead-over-donald-trump-poll-n574901,Nonpartisan,None,,1
Gallup,2016-05-10,2016-05-12,2016-05-13T20:48:08Z,1500,Adults,Live Phone,50.0,47.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24486,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2016-05-09,2016-05-11,2016-05-12T14:41:35Z,1500,Likely Voters,IVR/Online,49.0,49.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24482,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-07,2016-05-11,2016-05-14T15:49:30Z,1611,Adults,Internet,47.0,50.0,3.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24487,http://www.ipsos-na.com/download/pr.aspx?id=15581,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-07,2016-05-11,2016-05-14T15:49:30Z,691,Adults - Democrat,Internet,70.0,20.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24487,http://www.ipsos-na.com/download/pr.aspx?id=15581,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-07,2016-05-11,2016-05-14T15:49:30Z,622,Adults - Republican,Internet,12.0,87.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24487,http://www.ipsos-na.com/download/pr.aspx?id=15581,Nonpartisan,None,,1
Ipsos/Reuters,2016-05-07,2016-05-11,2016-05-14T15:49:30Z,176,Adults - independent,Internet,42.0,54.0,4.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24487,http://www.ipsos-na.com/download/pr.aspx?id=15581,Nonpartisan,None,,1
Gallup,2016-05-07,2016-05-09,2016-05-10T17:00:46Z,1500,Adults,Live Phone,53.0,43.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24469,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
YouGov/Economist,2016-05-06,2016-05-09,2016-05-11T17:46:34Z,2000,Adults,Internet,47.0,49.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24478,https://today.yougov.com/news/2016/05/11/most-republicans-think-ryan-should-endorse-trump/,Nonpartisan,None,,1
YouGov/Economist,2016-05-06,2016-05-09,2016-05-11T17:46:34Z,514,Adults - Democrat,Internet,85.0,14.0,2.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24478,https://today.yougov.com/news/2016/05/11/most-republicans-think-ryan-should-endorse-trump/,Nonpartisan,None,,1
YouGov/Economist,2016-05-06,2016-05-09,2016-05-11T17:46:34Z,484,Adults - Republican,Internet,12.0,86.0,3.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24478,https://today.yougov.com/news/2016/05/11/most-republicans-think-ryan-should-endorse-trump/,Nonpartisan,None,,1
YouGov/Economist,2016-05-06,2016-05-09,2016-05-11T17:46:34Z,10002,Adults - independent,Internet,45.0,47.0,8.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24478,https://today.yougov.com/news/2016/05/11/most-republicans-think-ryan-should-endorse-trump/,Nonpartisan,None,,1
PPP (D),2016-05-06,2016-05-09,2016-05-10T14:17:04Z,1222,Likely Voters,IVR/Online,49.0,48.0,3.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-24466,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_51016.pdf,Pollster,Dem,,1
PPP (D),2016-05-06,2016-05-09,2016-05-10T14:17:04Z,,Likely Voters - Democrat,IVR/Online,87.0,12.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-24466,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_51016.pdf,Pollster,Dem,,1
PPP (D),2016-05-06,2016-05-09,2016-05-10T14:17:04Z,,Likely Voters - Republican,IVR/Online,8.0,89.0,3.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-24466,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_51016.pdf,Pollster,Dem,,1
PPP (D),2016-05-06,2016-05-09,2016-05-10T14:17:04Z,,Likely Voters - independent,IVR/Online,41.0,51.0,8.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-24466,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_51016.pdf,Pollster,Dem,,1
Morning Consult,2016-05-05,2016-05-09,2016-05-11T15:59:36Z,6005,Registered Voters,Internet,49.0,47.0,4.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24474,https://morningconsult.com/2016/05/hillary-clinton-donald-trump-general-election-polling/,Nonpartisan,None,,1
Morning Consult,2016-05-05,2016-05-09,2016-05-11T15:59:36Z,2273,Registered Voters - Democrat,Internet,81.0,17.0,2.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24474,https://morningconsult.com/2016/05/hillary-clinton-donald-trump-general-election-polling/,Nonpartisan,None,,1
Morning Consult,2016-05-05,2016-05-09,2016-05-11T15:59:36Z,1850,Registered Voters - Republican,Internet,19.0,78.0,3.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24474,https://morningconsult.com/2016/05/hillary-clinton-donald-trump-general-election-polling/,Nonpartisan,None,,1
Morning Consult,2016-05-05,2016-05-09,2016-05-11T15:59:36Z,1881,Registered Voters - independent,Internet,41.0,51.0,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24474,https://morningconsult.com/2016/05/hillary-clinton-donald-trump-general-election-polling/,Nonpartisan,None,,1
Rasmussen,2016-05-04,2016-05-08,2016-05-09T14:15:34Z,1500,Likely Voters,IVR/Online,50.0,49.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24454,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
NBC/SurveyMonkey,2016-05-02,2016-05-08,2016-05-10T15:11:26Z,12714,Adults,Internet,51.0,48.0,1.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24468,http://www.nbcnews.com/politics/2016-election/who-s-more-likely-beat-donald-trump-hillary-clinton-or-n570766,Nonpartisan,None,,1
Gallup,2016-05-04,2016-05-06,2016-05-08T14:27:00Z,1500,Adults,Live Phone,52.0,45.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24453,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-30,2016-05-04,2016-05-05T17:34:32Z,1277,Adults,Internet,49.0,45.0,6.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24447,http://big.assets.huffingtonpost.com/2016ReutersTracking5042016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-30,2016-05-04,2016-05-05T17:34:32Z,524,Adults - Democrat,Internet,84.0,13.0,3.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24447,http://big.assets.huffingtonpost.com/2016ReutersTracking5042016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-30,2016-05-04,2016-05-05T17:34:32Z,451,Adults - Republican,Internet,15.0,83.0,2.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24447,http://big.assets.huffingtonpost.com/2016ReutersTracking5042016.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2016-04-30,2016-05-04,2016-05-05T17:34:32Z,190,Adults - independent,Internet,42.0,56.0,2.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24447,http://big.assets.huffingtonpost.com/2016ReutersTracking5042016.pdf,Nonpartisan,None,,1
Gallup,2016-05-01,2016-05-03,2016-05-04T17:06:04Z,1500,Adults,Live Phone,51.0,45.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24441,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2016-05-01,2016-05-03,2016-05-04T14:26:38Z,1500,Likely Voters,IVR/Online,50.0,49.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24439,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Morning Consult,2016-04-29,2016-05-02,2016-05-03T16:08:38Z,2003,Registered Voters,Internet,48.0,48.0,4.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24433,https://morningconsultintelligence.com/media/mc/160409_topline_trend_v3_AP.pdf,Nonpartisan,None,,1
Morning Consult,2016-04-29,2016-05-02,2016-05-03T16:08:38Z,781,Registered Voters - Democrat,Internet,80.0,19.0,1.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24433,https://morningconsultintelligence.com/media/mc/160409_topline_trend_v3_AP.pdf,Nonpartisan,None,,1
Morning Consult,2016-04-29,2016-05-02,2016-05-03T16:08:38Z,581,Registered Voters - Republican,Internet,14.0,83.0,3.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24433,https://morningconsultintelligence.com/media/mc/160409_topline_trend_v3_AP.pdf,Nonpartisan,None,,1
Morning Consult,2016-04-29,2016-05-02,2016-05-03T16:08:38Z,614,Registered Voters - independent,Internet,38.0,52.0,9.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24433,https://morningconsultintelligence.com/media/mc/160409_topline_trend_v3_AP.pdf,Nonpartisan,None,,1
CNN,2016-04-28,2016-05-01,2016-05-06T14:10:30Z,1001,Adults,Live Phone,51.0,46.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24448,"http://i2.cdn.turner.com/cnn/2016/images/05/06/rel6d.-.obama,.economy,.garland.pdf",Nonpartisan,None,,1
NBC/SurveyMonkey,2016-04-25,2016-05-01,2016-05-03T14:16:53Z,14640,Adults,Internet,51.0,49.0,1.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24429,http://www.nbcnews.com/politics/2016-election/donald-trump-s-lead-continues-grow-nationally-poll-n566181,Nonpartisan,None,,1
Gallup,2016-04-28,2016-04-30,2016-05-01T19:45:15Z,1500,Adults,Live Phone,52.0,45.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-24416,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Morning Consult,2016-04-26,2016-04-29,2016-04-29T17:59:01Z,1964,Registered Voters,Internet,47.0,49.0,4.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24409,https://morningconsultintelligence.com/media/mc/160408_topline_trend_v3_AP.pdf,Nonpartisan,None,,1
